"lifeStage","reps"
"various stages (fresh-lain egg,",$1.00
"Various stages of incubation fro",$1.00
"various: 1st egg laid 4/12, and",$1.00
"various: from nearly fresh to we",$1.00
"various; fresh or advanced",$3.00
"Various; one fresh",$1.00
"Various-about 1 week",$1.00
"varius up to half",$2.00
"Varous stages-heavy",$1.00
"Varying",$23.00
"varying - slight to well begun",$1.00
"varying - well begun to 1/4",$1.00
"varying 1/3 to 1/2",$1.00
"varying from 1/4 to 1/3",$1.00
"Varying from advanced to one egg",$1.00
"varying from fresh to a little a",$1.00
"Varying from slight to advanced",$1.00
"Varying from slight to well form",$1.00
"varying, fresh to 1/2",$1.00
"varying, infertile",$1.00
"Varying: one fresh, one slight,",$1.00
"Varying; 3 slight, 1 addled",$1.00
"Varying; fresh to slight",$1.00
"Vbl from F(infertile?) to v smal",$1.00
"Vbl from fresh to considerable",$1.00
"Vbl. slight and trace embryo",$1.00
"vble embryos",$1.00
"Vble from embys to trace of feat",$1.00
"Vble slight to moderate",$1.00
"Vble. F to very slight",$1.00
"vegetative",$23064.00
"Vegetative ?",$4.00
"vegetative shoots",$1.00
"veined",$3.00
"veins formed",$1.00
"veliger",$1.00
"venant d'��clore",$2.00
"Vert slight",$1.00
"very",$1.00
"very  fresh",$1.00
"very addled; ca. 1mm embryo",$1.00
"very adv.",$1.00
"Very advanced",$115.00
"very advanced - dry in shell",$1.00
"very advanced (15-25 days)",$1.00
"very advanced incubation",$2.00
"very advanced, cuckoo fresh",$1.00
"Very advanced. 4 or 5 days to ha",$1.00
"Very advanced; one to two or thr",$1.00
"Very bad",$24.00
"Very bad; feathered",$1.00
"Very badl incubated",$1.00
"very badly incubated",$1.00
"very chicked",$1.00
"Very considerable",$6.00
"Very considerable indeed",$2.00
"very considerable, addled",$1.00
"Very considerably",$1.00
"Very far - feathers",$1.00
"Very far adv.",$1.00
"Very far advanced",$21.00
"very far advanced (boned embryos",$1.00
"Very far advanced in all eggs",$1.00
"Very far along",$1.00
"Very Fresh",$54.00
"very fresh - laid 10-12 Jan",$1.00
"very fresh and fresh",$1.00
"very fresh, 1 egg laid that day",$1.00
"Very fresh.",$1.00
"Very greatly advanced",$1.00
"very hard",$1.00
"Very hard set",$6.00
"very heavily incubated",$1.00
"Very Heavy",$89.00
"Very heavy (very advanced)",$1.00
"Very heavy.",$4.00
"Very heavy. 1 broken",$1.00
"very heavy: 1 not saved",$1.00
"very heavy?",$1.00
"very imm",$1.00
"Very incubated",$7.00
"Very Large Embrios",$1.00
"very large embryo",$17.00
"very large embryos",$14.00
"very large embryos near hatching",$1.00
"Very Large Embryos, (remarks)",$1.00
"Very large embryos, 1 infertile",$1.00
"very large embryos, almost ready",$1.00
"Very large embryos, infertile",$1.00
"Very large feathered embryos",$1.00
"very late snco",$1.00
"very light",$3.00
"very little",$3.00
"very mixed",$1.00
"very moderate",$1.00
"very much",$2.00
"very much advanced",$4.00
"Very near hatched",$1.00
"Very Old",$2.00
"Very rotten and soft - only half",$1.00
"very slight",$585.00
"very slight - light egg fresh",$1.00
"very slight (1 inferfile) 2 days",$1.00
"very slight (2 days)",$1.00
"very slight (3days)",$1.00
"Very slight (4) None noticeable",$1.00
"Very slight (lemon colored yolks",$1.00
"very slight (no yolk in runt)",$1.00
"very slight (unfertile)",$1.00
"Very slight and fresh",$1.00
"Very slight and slight",$1.00
"very slight and slight trace",$2.00
"very slight blood traces",$1.00
"Very slight- bloody but no embry",$1.00
"very slight embryos",$2.00
"very slight in all eggs",$1.00
"Very slight incubation.",$1.00
"very slight or none",$1.00
"very slight red",$1.00
"very slight to embryos formed",$1.00
"very slight to embryos just show",$1.00
"very slight to fresh",$3.00
"very slight to slight",$6.00
"Very slight to small embryos",$1.00
"very slight to three days",$1.00
"very slight trace",$1.00
"very slight traces",$3.00
"Very slight, 1 fresh",$1.00
"very slight, 1 infertile",$1.00
"very slight, 1 unfertile",$1.00
"very slight, 2 infertile",$1.00
"Very slight, About 3 days",$1.00
"Very slight, one infertile",$1.00
"very slight, slight",$1.00
"very slight, slightly bloody",$1.00
"Very slight, two days",$1.00
"Very slight; Addled",$1.00
"Very slight-appreciable",$1.00
"Very Slightly",$7.00
"Very slightly formed",$1.00
"very slightly incubated",$3.00
"very slightly incubated, one a l",$1.00
"Very slightly to slightly incuba",$1.00
"Very Sm Emb, Trace & Sm Trace Bl",$1.00
"Very Sm Emb, Trace Of Blood,& Fr",$1.00
"Very Sm Trace Of Blood>very Sm E",$1.00
"Very Small & Small Embryo",$1.00
"very small and small embryos",$1.00
"very small chicks",$1.00
"very small embryo",$12.00
"very small embryo, all 3",$1.00
"Very Small Embryo, Trace Of Bloo",$1.00
"Very Small Embryo>small Embryo",$1.00
"Very small embryos",$62.00
"very small embryos (3 days)",$1.00
"very small embryos to clear/pale",$1.00
"very small foetus",$1.00
"Very Small To Med. Embryos",$1.00
"very small to small embryos",$1.00
"very soft embryos in all; probab",$1.00
"very thick",$1.00
"very thick contents. Red streaks",$1.00
"very thick, bloody strings in ce",$1.00
"very tough embryos",$1.00
"""very wave""",$1.00
"very well",$1.00
"very well advanced",$3.00
"Very well incubated",$2.00
"very worn plumage",$1.00
"Very young",$2.00
"VERY YOUNG WHEN COLLECTED IN DEC",$1.00
"VI",$6.00
"VI; juvenile",$2.00
"VI; juvenile; juvenile",$1.00
"VI; juvenile; VI; VI",$1.00
"VI; VI",$7.00
"viable embryo",$2.00
"viable embryo; 1/3 developed",$1.00
"Vide embryos (?)",$1.00
"Vireos about 1/2; Cowbirds ready",$1.00
"Virtually nil",$1.00
"W B",$1.00
"WALL MOUNT",$9.00
"warbler small embryos, cowbird a",$1.00
"warm",$1.00
"Was 7 eggs",$2.00
"Was very slight",$1.00
"water checked",$2.00
"WCH(L):130mm; age by plumage",$1.00
"WCH(R):138mm; age by plumage",$1.00
"WCH(R):138mm; BL(cul.ant.nos.):1",$1.00
"WCH(R):140mm; age by plumage",$1.00
"WCH: 101 mm; age by plumage",$1.00
"WCH: 156 mm; age by plumage",$1.00
"WCH: 168.5mm; age by plumage",$1.00
"WCH: 169mm; age by plumage",$1.00
"WCH: 190mm; age by plumage",$1.00
"WCH: 229 mm; age by plumage",$1.00
"WCH: 308mm; age by plumage",$1.00
"WCH: 335mm; age by plumage",$1.00
"WCH: 365mm; age by plumage",$1.00
"WCH: 43mm; age by plumage",$1.00
"WCH: 51.5mm  TL: 50mm; age by pl",$1.00
"WCH: 52.5mm  TL: 51.5mm; age by",$1.00
"WCH: 52mm  TL: 46.5mm but FF wor",$1.00
"WCH: 52mm  TL: 47mm; age by plum",$1.00
"WCH: 52mm  TL: 52mm (w); age by",$1.00
"WCH: 53mm  TL: 45mm; age by plum",$1.00
"WCH: 53mm  TL: 47mm; age by plum",$1.00
"WCH: 53mm  TL: 49mm; age by plum",$1.00
"WCH: 53mm  TL: 50.5mm; age by pl",$1.00
"WCH: 53mm  TL: 51.5mm; age by pl",$1.00
"WCH: 53mm  TL: 51mm; age by plum",$1.00
"WCH: 54mm  TL: 48mm; age by plum",$1.00
"WCH: 54mm  TL: 49mm; age by plum",$1.00
"WCH: 55mm  TL: 50.5mm; age by pl",$1.00
"WCH: 56.5 mm; age by plumage",$1.00
"WCH: 56mm  TL: 47mm; age by plum",$1.00
"WCH: 56mm  TL: 51mm; age by plum",$1.00
"WCH: 57mm  TL: 54mm; age by plum",$1.00
"WCH: 57mm  TL: 56mm; age by plum",$1.00
"WCH: 58mm  TL: 51mm; age by plum",$1.00
"WCH: 59.25mm  TL: 50.90mm; age b",$1.00
"WCH: 60.75mm  TL: 47.2mm; age by",$1.00
"WCH: 61.4mm  TL: 54.2mm  L: 139m",$1.00
"WCH: 64.4mm  TL: 52.75mm; age by",$1.00
"WCH: 65.7mm  TL: 53.35mm  P10 >",$1.00
"WCH: 66.8mm  Formula B: 6.70mm;",$1.00
"WCH: 68.1mm  Formula B: 5.50mm",$1.00
"WCH: 96mm; age by plumage",$2.00
"WCH: 97.5mm; age by plumage",$1.00
"WCH:100mm.; age by plumage",$1.00
"WCH:103mm; L:215mm; EXT:328mm; B",$1.00
"WCH:105mm; CUL:13.1(?)mm; L:200m",$1.00
"WCH:105mm; CUL:13.6mm; TS:22.7mm",$1.00
"WCH:106mm; L:215mm; EXT:226mm; B",$1.00
"WCH:112 mm.; age by plumage",$1.00
"WCH:114.5mm; WFL:115mm; BL:14.22",$1.00
"WCH:120mm; TL:89?mm; CUL:24mm; a",$1.00
"WCH:122mm; L:196mm; age by pluma",$1.00
"WCH:122mm; TL:91.5mm; CUL:23mm;",$1.00
"WCH:127 mm.; age by plumage",$1.00
"WCH:137mm.; age by plumage",$1.00
"WCH:140mm.; age by plumage",$1.00
"WCH:142.5mm.; age by plumage",$1.00
"WCH:149.0mm.; age by plumage",$1.00
"WCH:159mm.; age by plumage",$1.00
"WCH:16&1/4"".; age by plumage",$1.00
"WCH:169 mm.; age by plumage",$1.00
"WCH:175 mm.; age by plumage",$1.00
"WCH:176 mm.; age by plumage",$1.00
"WCH:178 mm.; age by plumage",$1.00
"WCH:193mm, strongly arced.; age",$1.00
"WCH:216 mm.; age by plumage",$1.00
"WCH:232 mm.; age by plumage",$1.00
"WCH:232mm.; age by plumage",$1.00
"WCH:260 mm.; age by plumage",$1.00
"WCH:264mm.; age by plumage",$1.00
"WCH:274 mm.; age by plumage",$2.00
"WCH:290 mm.; age by plumage",$1.00
"WCH:292; TL:125.3; CTO:37.5; TS:",$1.00
"WCH:296; TL:123.6; CTO:38.0; TS:",$1.00
"WCH:297; TL:132.8; CTO:36.6; TS:",$1.00
"WCH:298; TL:115.6; CTO:38.5; TS:",$1.00
"WCH:3.77"", 95.76mm; TL:2.58"", 65",$1.00
"WCH:300; TL:125.7; CTO:38.7; TS:",$1.00
"WCH:302; CTO:37.8; TS:34.4; TL:1",$1.00
"WCH:302; TL:125.1; CTO:40.9; TS:",$1.00
"WCH:302; TL:131; CTO:42.2; TS:35",$1.00
"WCH:302; TL:132.7; CTO:41.1; TS:",$1.00
"WCH:303; CTO:40.2; TS:34.3; TL:1",$1.00
"WCH:303; TL:134.8; CTO:40.1; TS:",$1.00
"WCH:304; TL:132.3; CTO:39.8; TS:",$1.00
"WCH:304; TL:132.9; CTO:39.5; TS:",$1.00
"WCH:304; TL:137.4; CTO:40.3; TS:",$1.00
"WCH:305; TL:131.1; CTO:38.4; TS:",$1.00
"WCH:307; TL:122; CTO:39.3; TS:33",$1.00
"WCH:307; TL:127.3; CTO:39.0; TS:",$1.00
"WCH:307; TL:132; CTO:41.8; TS:37",$1.00
"WCH:308; CTO:41.8; TS:34.4; age",$1.00
"WCH:309; TL:139.0; CTO:40.4; TS:",$1.00
"WCH:310; TL:127.5; CTO:36.5; TS:",$1.00
"WCH:310; TL:132; CTO:39.6; TS:35",$1.00
"WCH:310; TL:136.2; CTO:39.8; TS:",$1.00
"WCH:310; TL:139.1; CTO:39.3; TS:",$1.00
"WCH:311; TL:132.9; CTO:39.7; TS:",$1.00
"WCH:312; CTO:39.6; TS:34.0.; age",$1.00
"WCH:312; TL:134.0; TS:33.0; CTO:",$1.00
"WCH:312; TL:136.2; CTO:39.1; TS:",$1.00
"WCH:313; CTO:40.7; TS:34.2.; age",$1.00
"WCH:313; TL:130.6; CTO:38.6; TS:",$1.00
"WCH:314; TL:132.5; CTO:41.9; TS:",$1.00
"WCH:314; TL:139; CTO:38.1; TS:32",$1.00
"WCH:315; CTO:ca. 39.3 - tip brok",$1.00
"WCH:315; TL:130.2; CTO:41.8; TS:",$1.00
"WCH:316.; age by plumage",$1.00
"WCH:317.; age by plumage",$1.00
"WCH:317; CTO:41.1; TS:35.4.; age",$1.00
"WCH:318; TL:124; CTO:39.5; TS:35",$1.00
"WCH:319; TL:132.5; CTO:38.6; TS:",$1.00
"WCH:319; TL:137.0; CTO:41.9; TS:",$1.00
"WCH:320 mm.; age by plumage",$1.00
"WCH:325; CTO:40.4; TS:34.0.; age",$1.00
"WCH:327; TL:138.0; CTO:42.1; TS:",$1.00
"WCH:331mm; TL:129.6mm; CTO:31.6m",$1.00
"WCH:364; TL:192; TS:62; CEX:55;",$1.00
"WCH:385 mm.; age by plumage",$1.00
"WCH:401 mm.; age by plumage",$1.00
"WCH:404 mm.; age by plumage",$1.00
"WCH:515 mm.; age by plumage",$1.00
"WCH:52.5; TL:50mm.; age by pluma",$1.00
"WCH:53 mm.; age by plumage",$1.00
"WCH:55.9; TL:47.1; BL:7.5; TS:17",$1.00
"WCH:58.; age by plumage",$2.00
"WCH:58.5 mm.; age by plumage",$1.00
"WCH:58.75mm; TL:49.20mm.; age by",$1.00
"WCH:59.30mm; TL:49.65mm; L:130mm",$1.00
"WCH:59; TL:48.5 TS:17.1; culmen:",$1.00
"WCH:61.05mm; TL:49.25mm.; age by",$1.00
"WCH:61.5; TL:47.5.; age by pluma",$1.00
"WCH:64.3; TL:51.95.; age by plum",$1.00
"WCH:64; TL:62 mm.; age by plumag",$1.00
"WCH:64mm.; age by plumage",$1.00
"WCH:65.5; age by plumage",$1.00
"WCH:65.65mm; TL:53.00mm.; age by",$1.00
"WCH:66.8mm.; age by plumage",$1.00
"WCH:66; age by plumage",$1.00
"WCH:67.5; age by plumage",$1.00
"WCH:67.6mm; FMB:5.35mm.; age by",$1.00
"WCH:67.8; Formula B:5.15; CTO:7.",$1.00
"WCH:69; L:148; EXT:225.; age by",$1.00
"WCH:71.5+ mm.; age by plumage",$1.00
"WCH:71; TL:150; WFL:72; TL:57.5;",$1.00
"WCH:72.9; Formula B:5.4; P10-P5=",$1.00
"WCH:73mm.; age by plumage",$1.00
"WCH:74; TL:53.8; TS:21.1; BL:8.3",$1.00
"WCH:74; TL:54 mm.; age by plumag",$1.00
"WCH:76mm; WFL:76mm; TL:66.25mm;",$1.00
"WCH:77.8; TL:56.75; BL:12.2 (ksw",$1.00
"WCH:89.42 mm.; age by plumage",$1.00
"WCH:89.94; age by plumage",$1.00
"WCH:92 mm.; age by plumage",$1.00
"WCH:98mm; age by plumage",$1.00
"WCH:98mm; TS:21.3mm; BL:12.6mm,",$1.00
"WCH413 mm.; age by plumage",$1.00
"weak",$1.00
"Weak or more",$1.00
"Weaner",$2.00
"week",$5.00
"week ---",$1.00
"week old puppy",$1.00
"Week or more",$1.00
"Week.",$1.00
"Well",$4.00
"well  began",$1.00
"well adv",$1.00
"well adv.",$4.00
"Well Advance",$1.00
"well advanced",$344.00
"well advanced - 1 egg pipped",$1.00
"well advanced - probably 1/2",$1.00
"Well advanced ( 1 infertile)",$1.00
"Well advanced- about 1/2",$1.00
"well advanced and variable",$1.00
"well advanced in 2 - others addl",$1.00
"well advanced, 1 egg more so tha",$1.00
"well advanced, bones hard",$1.00
"Well advanced, small egg inferti",$1.00
"Well advanced.",$9.00
"Well advanced; embryos formed",$1.00
"Well Along",$584.00
"Well along - double yolk",$1.00
"Well along (1/4)",$1.00
"Well along (5-6 days)",$1.00
"well along 1/4",$2.00
"well along about 1/3",$1.00
"Well along in incubation; feathe",$1.00
"Well along- one addled",$1.00
"Well along to slight",$1.00
"well along, 1 broken",$1.00
"well along, bloody",$1.00
"Well along, feathered",$1.00
"Well along.",$10.00
"Well along.  1 egg infertile",$1.00
"Well along; embryos",$1.00
"Well along; runt infertile",$1.00
"Well began",$32.00
"Well begun",$1325.00
"Well begun - 1/2 advanced",$1.00
"Well Begun (about A Week)",$1.00
"Well begun (red membrane)",$1.00
"well begun 1/5",$1.00
"Well begun- 4-5 days",$1.00
"Well begun in 1. 2 unfirtle",$1.00
"well begun in 4, runt egg infert",$1.00
"Well begun in all",$5.00
"Well begun in all 4 eggs",$1.00
"Well begun in all eggs",$3.00
"Well begun- soft embryos",$1.00
"Well begun to advanced",$2.00
"Well begun to good sized embryos",$1.00
"Well begun, 2 infertile",$1.00
"Well begun, different stages.",$1.00
"well begun, embryos",$1.00
"well begun, infertile",$1.00
"Well begun, more so in one.",$1.00
"well begun, nest deserted",$1.00
"well begun, one egg particularly",$1.00
"Well begun.",$17.00
"Well begun. 1 almost fresh.",$1.00
"well begun: 2 , fresh: 3",$1.00
"Well begun; 1/3",$1.00
"well begun; about 1/4",$1.00
"well begun-feathers",$1.00
"Well begun-one fresh",$1.00
"well bloodshot",$2.00
"Well Commenced",$53.00
"Well commenced ;1/2 addeled",$1.00
"Well commenced in both",$1.00
"well commenced.  Contents very t",$1.00
"Well developed",$26.00
"Well developed but soft embryos",$1.00
"well developed embroys",$2.00
"Well Developed Embryo",$40.00
"Well developed embryos",$4.00
"Well developed embryos, each one",$1.00
"well developed young",$1.00
"well developed/hard embryos",$1.00
"Well f d embryos",$1.00
"Well featured embryos",$1.00
"well formed",$7.00
"well formed dead embryos",$1.00
"well formed embroys",$1.00
"Well formed embryo",$3.00
"Well formed embryo; I infertile",$1.00
"Well Formed Embryos",$59.00
"Well formed embryos (caustic)",$3.00
"Well formed embryos, 1 infertile",$1.00
"Well formed embryos; 1/2",$1.00
"Well formed soft embryos",$2.00
"Well formed soft embryos.",$1.00
"well formed, hard embryos",$1.00
"Well inc.",$3.00
"Well incubated",$41.00
"Well Incubated (2 Broken Eggs)",$1.00
"well incubated, 1/2 at least",$1.00
"Well just started",$1.00
"Well On",$99.00
"well on.",$6.00
"well over 1/2",$1.00
"Well over 1/2.",$1.00
"well sarted; 1/3",$1.00
"Well set",$68.00
"well set.",$1.00
"Well set; embryos soft",$1.00
"Well starte",$1.00
"Well started",$800.00
"well started (2/5)",$1.00
"well started = 1/2",$1.00
"well started in 4, 1 fresh",$1.00
"Well started in all",$2.00
"well started one egg addled",$1.00
"well started to 1/2",$1.00
"Well started to over 1/2",$1.00
"well started, about 1/2",$1.00
"well started, embryo formed",$1.00
"Well started.",$7.00
"Well started. Eggs missing.",$1.00
"Well under way",$95.00
"well under way (heavy)",$1.00
"Well under way.",$2.00
"well underway",$11.00
"well-advanced",$3.00
"Well-begun",$1.00
"Well-developed embryo",$3.00
"Well-formed embryos",$25.00
"Well-formed soft embryos",$1.00
"were addled about 1/3, or 7 days",$1.00
"WFL:102mm; BL:depth 13.3mm; age",$1.00
"white egg half & speckled fresh",$1.00
"White thick; red spots in yolk.",$1.00
"white thick-yolks, bloody & stri",$1.00
"whites & yolks very thick, the l",$1.00
"whites thick, yolks bloody and s",$1.00
"Whites thick-yolks bloody and st",$1.00
"Whole addled egg from site #3",$1.00
"Whole egg and fragments. Three y",$1.00
"Whole egg collected that had rol",$1.00
"Whole egg had small embryo--smal",$1.00
"Whole egg weight: 1 5.936g small",$1.00
"Whole egg weights: 1) 4.179 fres",$1.00
"whole egg whites",$1.00
"Whole eggs weight: 1) 4.238 Larg",$1.00
"Whole eggs weight: 1) 5.143g emb",$1.00
"Wild- Broke in nest",$1.00
"wild eggs, 2 hatched in captivit",$1.00
"Wing",$2.00
"winged adult",$58.00
"Wings & legs barely forming",$1.00
"With blood",$1.00
"with fruit beginning",$1.00
"Within 2 days of hatching",$1.00
"Within 24 Hours of hatching.",$1.00
"Within 24-48 hours of hatching",$1.00
"Within 4 days",$1.00
"within 4 days of hatching/ addle",$1.00
"Within a few days of hatching",$2.00
"Without embryo",$1.00
"Woody shrub.",$7.00
"Worker",$23.00
"Worker; Termitophile",$1.00
"X",$2510.00
"X  7/6",$1.00
"Y",$13.00
"Y OSSIFIED",$1.00
"year",$1.00
"yearling",$454.00
"Yearling female",$1.00
"yearling, adult",$1.00
"yearling?",$2.00
"Yellow-billed Cuckoo highly incu",$1.00
"yes",$1.00
"YG",$7.00
"yg ad",$1.00
"yg.",$10.00
"Yg.?",$1.00
"yng adult",$2.00
"Yolk adhering to shell",$1.00
"yolk sac",$6036.00
"yolk sac larvae",$1.00
"Yolk solidified",$1.00
"Yolked + non-yolked eggs",$1.00
"Yolks bloodshot",$2.00
"Yolks bloody",$1.00
"Yolks dry, no development",$1.00
"YOLKSAC AND PREFLEXIO",$1.00
"YOLKSAC LARVA",$5.00
"young",$3384.00
"Young (skull windows apparent)",$1.00
"young , adult",$1.00
"young , juvenile",$1.00
"young adult",$373.00
"Young adult ?",$1.00
"young adults",$1.00
"YOUNG BIRD",$3.00
"Young Birds; C",$1.00
"young condition",$1.00
"young female",$15.00
"Young Fledged",$4.00
"Young fledged 7/27 & 7/29 1987",$1.00
"young flown",$1.00
"young formed",$3.00
"Young fruit",$120.00
"young fruit body",$5.00
"Young fruit.",$2.00
"young fruitbody",$1.00
"Young fruits",$18.00
"young hatched",$1.00
"Young hatched from nest in wild.",$1.00
"Young in nest were 14 days old.",$1.00
"Young in nest were approx 15 day",$1.00
"Young juvenile",$9.00
"Young killed by fire ants",$1.00
"young killed by predator",$1.00
"young much formed",$1.00
"Young Observed",$1.00
"young of 1979 or earlier",$1.00
"Young of the year",$199.00
"young of the year + 2 adults",$1.00
"young of year",$1566.00
"young of year; over-winter",$1.00
"young of year; young of year",$1.00
"young perianth",$17.00
"young plants?",$1.00
"young pullus",$7.00
"young subadult",$1.00
"young young",$3.00
"young, pst-meta.",$1.00
"young; adult",$3.00
"young; juvenile",$9.00
"young; young",$1.00
"young; young; juvenile",$2.00
"young?",$1.00
"young-of-the-year",$208.00
"yoy",$4.00
"Zero",$2.00
"zoea",$14.00
"zoea I",$4.00
"zoea; megalopa",$1.00
"zoeae 1",$1.00
